612 ,776 ,162 ,232 ,
576 ,809 ,159 ,233 ,
544 ,878 ,166 ,234 ,
544 ,850 ,168 ,235 ,
518 ,805 ,159 ,236 ,
516 ,849 ,165 ,237 ,
529 ,821 ,165 ,238 ,
532 ,778 ,165 ,239 ,
570 ,736 ,165 ,240 ,
522 ,842 ,164 ,241 ,
510 ,808 ,162 ,242 ,
549 ,726 ,160 ,243 ,
554 ,724 ,156 ,244 ,
557 ,746 ,161 ,245 ,
554 ,724 ,158 ,246 ,
596 ,724 ,165 ,247 ,
558 ,733 ,167 ,248 ,
538 ,731 ,171 ,249 ,
558 ,701 ,166 ,250 ,
589 ,661 ,169 ,0 ,
577 ,794 ,161 ,1 ,
506 ,875 ,159 ,2 ,
458 ,809 ,166 ,3 ,
521 ,735 ,168 ,4 ,
510 ,852 ,160 ,5 ,
468 ,720 ,155 ,6 ,
498 ,802 ,157 ,7 ,
420 ,778 ,161 ,8 ,
426 ,826 ,157 ,9 ,
394 ,804 ,163 ,10 ,
469 ,750 ,162 ,11 ,
456 ,773 ,160 ,12 ,
493 ,778 ,156 ,13 ,
426 ,734 ,160 ,14 ,
484 ,734 ,155 ,15 ,
469 ,683 ,157 ,16 ,
468 ,745 ,162 ,17 ,
445 ,735 ,160 ,18 ,
429 ,698 ,154 ,19 ,
493 ,656 ,154 ,20 ,
492 ,725 ,155 ,21 ,
464 ,746 ,156 ,22 ,
469 ,721 ,158 ,23 ,
458 ,656 ,162 ,24 ,
446 ,734 ,158 ,25 ,
404 ,725 ,165 ,26 ,
477 ,682 ,165 ,27 ,
477 ,641 ,166 ,28 ,
478 ,673 ,167 ,29 ,
458 ,682 ,169 ,30 ,
431 ,677 ,162 ,31 ,
473 ,635 ,158 ,32 ,
454 ,720 ,163 ,33 ,
466 ,692 ,161 ,34 ,
405 ,785 ,156 ,35 ,
437 ,685 ,161 ,36 ,
426 ,740 ,155 ,37 ,
468 ,708 ,158 ,38 ,
468 ,725 ,163 ,39 ,
437 ,725 ,160 ,40 ,
458 ,680 ,155 ,41 ,
436 ,716 ,157 ,42 ,
404 ,726 ,162 ,43 ,
405 ,703 ,160 ,44 ,
426 ,648 ,155 ,45 ,
494 ,618 ,157 ,46 ,
442 ,724 ,162 ,47 ,
447 ,640 ,158 ,48 ,
416 ,703 ,163 ,49 ,
429 ,757 ,162 ,50 ,
416 ,660 ,159 ,51 ,
469 ,676 ,166 ,52 ,
382 ,714 ,168 ,53 ,
445 ,634 ,159 ,54 ,
469 ,629 ,164 ,55 ,
466 ,586 ,165 ,56 ,
485 ,687 ,164 ,57 ,
434 ,666 ,163 ,58 ,
466 ,653 ,162 ,59 ,
446 ,658 ,160 ,60 ,
490 ,656 ,154 ,61 ,
468 ,644 ,154 ,62 ,
437 ,692 ,154 ,63 ,
442 ,682 ,154 ,64 ,
458 ,725 ,155 ,65 ,
381 ,717 ,157 ,66 ,
405 ,681 ,163 ,67 ,
491 ,660 ,161 ,68 ,
453 ,683 ,157 ,69 ,
490 ,682 ,163 ,70 ,
495 ,680 ,162 ,71 ,
477 ,656 ,159 ,72 ,
480 ,709 ,165 ,73 ,
453 ,765 ,164 ,74 ,
445 ,685 ,162 ,75 ,
513 ,598 ,161 ,76 ,
530 ,740 ,155 ,77 ,
429 ,746 ,155 ,78 ,
477 ,676 ,157 ,79 ,
535 ,596 ,161 ,80 ,
514 ,732 ,157 ,81 ,
490 ,751 ,162 ,82 ,
470 ,685 ,158 ,83 ,
585 ,588 ,164 ,84 ,
549 ,693 ,163 ,85 ,
544 ,725 ,161 ,86 ,
554 ,727 ,156 ,87 ,
516 ,682 ,157 ,88 ,
554 ,749 ,161 ,89 ,
512 ,725 ,157 ,90 ,
593 ,725 ,162 ,91 ,
553 ,694 ,157 ,92 ,
618 ,660 ,160 ,93 ,
606 ,660 ,155 ,94 ,
596 ,661 ,156 ,95 ,
612 ,660 ,158 ,96 ,
602 ,784 ,162 ,97 ,
548 ,757 ,158 ,98 ,
594 ,773 ,162 ,99 ,
623 ,662 ,158 ,100 ,
618 ,701 ,164 ,101 ,
650 ,660 ,164 ,102 ,
656 ,685 ,161 ,103 ,
596 ,757 ,158 ,104 ,
587 ,721 ,163 ,105 ,
660 ,673 ,160 ,106 ,
660 ,725 ,155 ,107 ,
615 ,733 ,157 ,108 ,
617 ,645 ,159 ,109 ,
714 ,620 ,165 ,110 ,
640 ,725 ,164 ,111 ,
622 ,709 ,163 ,112 ,
644 ,701 ,159 ,113 ,
648 ,724 ,166 ,114 ,
656 ,733 ,166 ,115 ,
660 ,749 ,165 ,116 ,
661 ,685 ,165 ,117 ,
708 ,623 ,164 ,118 ,
749 ,694 ,161 ,119 ,
722 ,605 ,157 ,120 ,
750 ,682 ,160 ,121 ,
724 ,661 ,154 ,122 ,
731 ,674 ,154 ,123 ,
727 ,656 ,153 ,124 ,
746 ,685 ,152 ,125 ,
725 ,677 ,151 ,126 ,
789 ,637 ,160 ,127 ,
788 ,678 ,153 ,128 ,
725 ,789 ,153 ,129 ,
653 ,746 ,153 ,130 ,
726 ,749 ,151 ,131 ,
725 ,725 ,159 ,132 ,
733 ,681 ,164 ,133 ,
757 ,693 ,162 ,134 ,
765 ,724 ,157 ,135 ,
788 ,685 ,160 ,136 ,
785 ,805 ,155 ,137 ,
725 ,744 ,156 ,138 ,
747 ,772 ,158 ,139 ,
750 ,720 ,160 ,140 ,
751 ,790 ,153 ,141 ,
788 ,685 ,151 ,142 ,
813 ,757 ,160 ,143 ,
777 ,682 ,154 ,144 ,
788 ,758 ,152 ,145 ,
780 ,749 ,150 ,146 ,
805 ,722 ,157 ,147 ,
821 ,661 ,161 ,148 ,
853 ,682 ,154 ,149 ,
848 ,661 ,154 ,150 ,
895 ,718 ,153 ,151 ,
866 ,656 ,151 ,152 ,
917 ,745 ,161 ,153 ,
858 ,764 ,155 ,154 ,
916 ,682 ,154 ,155 ,
949 ,656 ,152 ,156 ,
938 ,714 ,149 ,157 ,
918 ,744 ,155 ,158 ,
942 ,678 ,155 ,159 ,
986 ,656 ,155 ,160 ,
970 ,727 ,156 ,161 ,
938 ,741 ,157 ,162 ,
982 ,682 ,160 ,163 ,
1007 ,697 ,154 ,164 ,
1024 ,661 ,153 ,165 ,
1028 ,789 ,149 ,166 ,
938 ,842 ,156 ,167 ,
1001 ,701 ,157 ,168 ,
1060 ,720 ,158 ,169 ,
1089 ,785 ,160 ,170 ,
1002 ,842 ,152 ,171 ,
955 ,749 ,148 ,172 ,
1056 ,714 ,153 ,173 ,
1088 ,749 ,151 ,174 ,
1005 ,841 ,160 ,175 ,
1032 ,683 ,151 ,176 ,
1096 ,853 ,162 ,177 ,
1033 ,814 ,154 ,178 ,
1082 ,789 ,156 ,179 ,
1061 ,762 ,156 ,180 ,
1076 ,805 ,157 ,181 ,
1067 ,747 ,161 ,182 ,
1064 ,757 ,156 ,183 ,
1117 ,725 ,157 ,184 ,
1130 ,757 ,159 ,185 ,
1141 ,745 ,163 ,186 ,
1141 ,717 ,159 ,187 ,
1162 ,720 ,164 ,188 ,
1185 ,805 ,163 ,189 ,
1093 ,842 ,159 ,190 ,
1115 ,848 ,164 ,191 ,
1130 ,767 ,162 ,192 ,
1130 ,891 ,157 ,193 ,
1141 ,810 ,158 ,194 ,
1140 ,811 ,162 ,195 ,
1160 ,848 ,157 ,196 ,
1133 ,916 ,159 ,197 ,
1069 ,885 ,162 ,198 ,
1130 ,852 ,157 ,199 ,
1168 ,789 ,158 ,200 ,
1149 ,885 ,162 ,201 ,
1135 ,809 ,159 ,202 ,
1237 ,749 ,162 ,203 ,
1213 ,822 ,156 ,204 ,
1190 ,802 ,157 ,205 ,
1215 ,837 ,159 ,206 ,
1189 ,853 ,165 ,207 ,
1226 ,805 ,162 ,208 ,
1213 ,877 ,158 ,209 ,
1173 ,848 ,162 ,210 ,
1210 ,821 ,158 ,211 ,
1170 ,874 ,160 ,212 ,
1205 ,917 ,153 ,213 ,
1209 ,837 ,149 ,214 ,
1250 ,812 ,155 ,215 ,
1226 ,815 ,156 ,216 ,
1236 ,853 ,156 ,217 ,
1257 ,804 ,158 ,218 ,
1269 ,810 ,162 ,219 ,
1289 ,811 ,158 ,220 ,
1296 ,836 ,161 ,221 ,
1290 ,902 ,156 ,222 ,
1239 ,914 ,159 ,223 ,
1239 ,810 ,160 ,224 ,
1300 ,912 ,152 ,225 ,
1258 ,933 ,146 ,226 ,
1210 ,930 ,147 ,227 ,
1294 ,822 ,148 ,228 ,
1284 ,874 ,151 ,229 ,
1300 ,902 ,157 ,230 ,
1284 ,914 ,160 ,231 ,
1301 ,889 ,150 ,232 ,
1237 ,904 ,156 ,233 ,
1322 ,810 ,158 ,234 ,
1334 ,863 ,161 ,235 ,
1349 ,791 ,154 ,236 ,
1365 ,811 ,152 ,237 ,
1348 ,853 ,148 ,238 ,
1365 ,877 ,151 ,239 ,
1352 ,821 ,157 ,240 ,
1341 ,917 ,159 ,241 ,
1288 ,853 ,163 ,242 ,
1365 ,904 ,159 ,243 ,
1349 ,869 ,162 ,244 ,
1325 ,916 ,156 ,245 ,
1348 ,832 ,154 ,246 ,
1350 ,917 ,152 ,247 ,
1239 ,887 ,147 ,248 ,
1301 ,849 ,150 ,249 ,
1365 ,809 ,157 ,250 ,
1349 ,821 ,158 ,0 ,
1313 ,980 ,162 ,1 ,
1262 ,958 ,156 ,2 ,
1259 ,943 ,157 ,3 ,
1301 ,861 ,161 ,4 ,
1322 ,906 ,153 ,5 ,
1322 ,932 ,150 ,6 ,
1298 ,965 ,158 ,7 ,
1237 ,950 ,160 ,8 ,
1261 ,959 ,151 ,9 ,
1285 ,874 ,160 ,10 ,
1334 ,885 ,151 ,11 ,
1290 ,917 ,160 ,12 ,
1348 ,949 ,153 ,13 ,
1320 ,951 ,148 ,14 ,
1323 ,937 ,153 ,15 ,
1333 ,861 ,150 ,16 ,
1290 ,933 ,158 ,17 ,
1300 ,949 ,159 ,18 ,
1312 ,970 ,162 ,19 ,
1301 ,981 ,156 ,20 ,
1236 ,981 ,156 ,21 ,
1258 ,950 ,158 ,22 ,
1282 ,932 ,161 ,23 ,
1301 ,942 ,152 ,24 ,
1234 ,987 ,151 ,25 ,
1261 ,917 ,159 ,26 ,
1301 ,861 ,164 ,27 ,
1322 ,874 ,161 ,28 ,
1316 ,928 ,155 ,29 ,
1301 ,917 ,155 ,30 ,
1269 ,981 ,153 ,31 ,
1320 ,894 ,149 ,32 ,
1320 ,989 ,155 ,33 ,
1237 ,976 ,154 ,34 ,
1245 ,950 ,152 ,35 ,
1258 ,938 ,148 ,36 ,
1238 ,964 ,152 ,37 ,
1261 ,970 ,148 ,38 ,
1256 ,954 ,152 ,39 ,
1245 ,942 ,148 ,40 ,
1245 ,917 ,153 ,41 ,
1258 ,898 ,151 ,42 ,
1246 ,983 ,160 ,43 ,
1174 ,987 ,153 ,44 ,
1215 ,950 ,153 ,45 ,
1197 ,909 ,152 ,46 ,
1206 ,928 ,148 ,47 ,
1189 ,938 ,154 ,48 ,
1154 ,1045 ,151 ,49 ,
1118 ,1013 ,159 ,50 ,
1088 ,1013 ,163 ,51 ,
1162 ,981 ,158 ,52 ,
1109 ,959 ,161 ,53 ,
1135 ,890 ,155 ,54 ,
1199 ,868 ,156 ,55 ,
1170 ,904 ,157 ,56 ,
1128 ,989 ,158 ,57 ,
1056 ,1005 ,162 ,58 ,
1093 ,970 ,157 ,59 ,
1082 ,938 ,160 ,60 ,
1045 ,981 ,154 ,61 ,
1045 ,948 ,153 ,62 ,
1056 ,928 ,149 ,63 ,
1066 ,948 ,155 ,64 ,
981 ,1045 ,154 ,65 ,
989 ,895 ,151 ,66 ,
1077 ,874 ,161 ,67 ,
1089 ,823 ,154 ,68 ,
1057 ,981 ,153 ,69 ,
1021 ,957 ,152 ,70 ,
1001 ,853 ,149 ,71 ,
1109 ,810 ,156 ,72 ,
1044 ,929 ,157 ,73 ,
989 ,980 ,160 ,74 ,
983 ,913 ,154 ,75 ,
1066 ,800 ,153 ,76 ,
1047 ,932 ,150 ,77 ,
932 ,980 ,159 ,78 ,
983 ,938 ,163 ,79 ,
1006 ,837 ,159 ,80 ,
1025 ,885 ,165 ,81 ,
1005 ,941 ,163 ,82 ,
957 ,841 ,159 ,83 ,
1046 ,789 ,162 ,84 ,
1029 ,924 ,158 ,85 ,
943 ,930 ,161 ,86 ,
946 ,874 ,156 ,87 ,
981 ,853 ,156 ,88 ,
923 ,875 ,156 ,89 ,
950 ,822 ,158 ,90 ,
973 ,833 ,160 ,91 ,
991 ,810 ,154 ,92 ,
906 ,861 ,153 ,93 ,
954 ,822 ,151 ,94 ,
949 ,789 ,161 ,95 ,
973 ,746 ,155 ,96 ,
954 ,863 ,156 ,97 ,
917 ,836 ,158 ,98 ,
957 ,821 ,161 ,99 ,
928 ,842 ,156 ,100 ,
937 ,850 ,156 ,101 ,
882 ,815 ,158 ,102 ,
912 ,832 ,160 ,103 ,
917 ,829 ,154 ,104 ,
837 ,932 ,154 ,105 ,
905 ,811 ,155 ,106 ,
906 ,873 ,155 ,107 ,
850 ,853 ,154 ,108 ,
841 ,874 ,154 ,109 ,
874 ,823 ,154 ,110 ,
842 ,840 ,154 ,111 ,
810 ,834 ,153 ,112 ,
778 ,917 ,151 ,113 ,
757 ,885 ,161 ,114 ,
788 ,836 ,156 ,115 ,
815 ,821 ,158 ,116 ,
746 ,885 ,161 ,117 ,
725 ,800 ,157 ,118 ,
759 ,773 ,160 ,119 ,
759 ,811 ,156 ,120 ,
712 ,834 ,156 ,121 ,
725 ,852 ,160 ,122 ,
676 ,885 ,153 ,123 ,
681 ,842 ,151 ,124 ,
648 ,837 ,160 ,125 ,
653 ,877 ,154 ,126 ,
602 ,850 ,154 ,127 ,
676 ,726 ,153 ,128 ,
651 ,941 ,152 ,129 ,
602 ,877 ,151 ,130 ,
612 ,837 ,160 ,131 ,
622 ,814 ,154 ,132 ,
605 ,831 ,154 ,133 ,
648 ,741 ,157 ,134 ,
685 ,809 ,161 ,135 ,
596 ,796 ,158 ,136 ,
623 ,810 ,162 ,137 ,
594 ,762 ,159 ,138 ,
641 ,800 ,165 ,139 ,
618 ,788 ,164 ,140 ,
578 ,836 ,164 ,141 ,
565 ,808 ,161 ,142 ,
548 ,808 ,157 ,143 ,
586 ,789 ,161 ,144 ,
511 ,853 ,158 ,145 ,
520 ,694 ,162 ,146 ,
629 ,802 ,160 ,147 ,
528 ,725 ,155 ,148 ,
584 ,804 ,156 ,149 ,
516 ,784 ,158 ,150 ,
522 ,811 ,163 ,151 ,
521 ,805 ,161 ,152 ,
552 ,757 ,156 ,153 ,
545 ,789 ,160 ,154 ,
546 ,730 ,155 ,155 ,
548 ,773 ,156 ,156 ,
528 ,725 ,159 ,157 ,
549 ,778 ,165 ,158 ,
512 ,693 ,163 ,159 ,
533 ,757 ,162 ,160 ,
469 ,789 ,158 ,161 ,
509 ,649 ,163 ,162 ,
586 ,650 ,159 ,163 ,
516 ,703 ,165 ,164 ,
490 ,758 ,165 ,165 ,
493 ,640 ,164 ,166 ,
554 ,621 ,163 ,167 ,
532 ,720 ,162 ,168 ,
544 ,725 ,159 ,169 ,
474 ,757 ,166 ,170 ,
493 ,644 ,166 ,171 ,
592 ,585 ,167 ,172 ,
552 ,789 ,170 ,173 ,
478 ,725 ,161 ,174 ,
469 ,672 ,157 ,175 ,
530 ,596 ,161 ,176 ,
506 ,784 ,157 ,177 ,
401 ,680 ,162 ,178 ,
501 ,721 ,158 ,179 ,
478 ,650 ,162 ,180 ,
468 ,660 ,159 ,181 ,
485 ,674 ,165 ,182 ,
437 ,677 ,167 ,183 ,
484 ,630 ,169 ,184 ,
509 ,724 ,161 ,185 ,
485 ,655 ,158 ,186 ,
503 ,599 ,163 ,187 ,
495 ,580 ,161 ,188 ,
516 ,597 ,156 ,189 ,
494 ,725 ,159 ,190 ,
394 ,658 ,165 ,191 ,
479 ,596 ,166 ,192 ,
429 ,712 ,166 ,193 ,
439 ,661 ,167 ,194 ,
421 ,692 ,168 ,195 ,
446 ,661 ,160 ,196 ,
437 ,662 ,155 ,197 ,
453 ,644 ,154 ,198 ,
468 ,682 ,155 ,199 ,
426 ,738 ,156 ,200 ,
445 ,685 ,157 ,201 ,
436 ,618 ,163 ,202 ,
495 ,618 ,162 ,203 ,
458 ,602 ,159 ,204 ,
501 ,622 ,168 ,205 ,
474 ,616 ,159 ,206 ,
502 ,586 ,169 ,207 ,
446 ,621 ,164 ,208 ,
437 ,629 ,164 ,209 ,
439 ,612 ,164 ,210 ,
458 ,597 ,164 ,211 ,
468 ,657 ,162 ,212 ,
430 ,660 ,161 ,213 ,
438 ,631 ,157 ,214 ,
458 ,623 ,160 ,215 ,
474 ,586 ,157 ,216 ,
469 ,618 ,161 ,217 ,
429 ,618 ,157 ,218 ,
469 ,596 ,160 ,219 ,
500 ,597 ,157 ,220 ,
429 ,660 ,162 ,221 ,
474 ,586 ,160 ,222 ,
445 ,597 ,157 ,223 ,
468 ,557 ,162 ,224 ,
469 ,661 ,161 ,225 ,
404 ,640 ,158 ,226 ,
421 ,673 ,165 ,227 ,
378 ,682 ,165 ,228 ,
392 ,641 ,165 ,229 ,
469 ,656 ,165 ,230 ,
392 ,683 ,166 ,231 ,
425 ,661 ,165 ,232 ,
429 ,634 ,166 ,233 ,
469 ,581 ,168 ,234 ,
458 ,602 ,156 ,235 ,
468 ,618 ,160 ,236 ,
478 ,642 ,155 ,237 ,
469 ,596 ,157 ,238 ,
468 ,616 ,162 ,239 ,
465 ,618 ,159 ,240 ,
446 ,650 ,165 ,241 ,
461 ,565 ,165 ,242 ,
501 ,598 ,168 ,243 ,
469 ,549 ,158 ,244 ,
530 ,585 ,162 ,245 ,
509 ,645 ,161 ,246 ,
468 ,597 ,158 ,247 ,
533 ,558 ,161 ,248 ,
501 ,619 ,158 ,249 ,
447 ,544 ,163 ,250 ,
553 ,516 ,161 ,0 ,
514 ,776 ,158 ,1 ,
382 ,823 ,163 ,2 ,
404 ,724 ,162 ,3 ,
503 ,629 ,159 ,4 ,
491 ,644 ,164 ,5 ,
578 ,567 ,164 ,6 ,
565 ,725 ,163 ,7 ,
516 ,648 ,160 ,8 ,
554 ,740 ,157 ,9 ,
477 ,757 ,160 ,10 ,
509 ,645 ,155 ,11 ,
580 ,553 ,155 ,12 ,
612 ,682 ,158 ,13 ,
546 ,674 ,162 ,14 ,
546 ,682 ,160 ,15 ,
522 ,715 ,154 ,16 ,
532 ,725 ,156 ,17 ,
549 ,682 ,159 ,18 ,
596 ,676 ,164 ,19 ,
559 ,661 ,161 ,20 ,
557 ,644 ,159 ,21 ,
598 ,618 ,165 ,22 ,
576 ,685 ,163 ,23 ,
587 ,697 ,160 ,24 ,
554 ,687 ,155 ,25 ,
645 ,660 ,156 ,26 ,
633 ,645 ,160 ,27 ,
629 ,660 ,155 ,28 ,
598 ,656 ,159 ,29 ,
650 ,661 ,165 ,30 ,
658 ,744 ,167 ,31 ,
661 ,673 ,169 ,32 ,
620 ,722 ,160 ,33 ,
628 ,683 ,156 ,34 ,
689 ,656 ,157 ,35 ,
682 ,661 ,160 ,36 ,
644 ,747 ,155 ,37 ,
673 ,676 ,156 ,38 ,
661 ,682 ,157 ,39 ,
650 ,683 ,161 ,40 ,
662 ,712 ,157 ,41 ,
685 ,661 ,162 ,42 ,
693 ,652 ,159 ,43 ,
750 ,621 ,164 ,44 ,
725 ,682 ,163 ,45 ,
730 ,618 ,160 ,46 ,
757 ,657 ,156 ,47 ,
725 ,605 ,158 ,48 ,
725 ,692 ,161 ,49 ,
725 ,629 ,156 ,50 ,
765 ,673 ,158 ,51 ,
757 ,618 ,164 ,52 ,
744 ,685 ,162 ,53 ,
778 ,677 ,157 ,54 ,
778 ,677 ,163 ,55 ,
745 ,686 ,160 ,56 ,
740 ,687 ,154 ,57 ,
821 ,676 ,154 ,58 ,
810 ,656 ,153 ,59 ,
789 ,685 ,153 ,60 ,
726 ,744 ,150 ,61 ,
778 ,642 ,159 ,62 ,
821 ,695 ,164 ,63 ,
789 ,693 ,163 ,64 ,
789 ,725 ,160 ,65 ,
787 ,695 ,155 ,66 ,
814 ,708 ,155 ,67 ,
841 ,685 ,155 ,68 ,
842 ,745 ,156 ,69 ,
853 ,672 ,157 ,70 ,
885 ,656 ,160 ,71 ,
878 ,661 ,152 ,72 ,
904 ,676 ,151 ,73 ,
938 ,693 ,160 ,74 ,
890 ,724 ,153 ,75 ,
949 ,618 ,151 ,76 ,
943 ,648 ,162 ,77 ,
951 ,628 ,156 ,78 ,
978 ,649 ,160 ,79 ,
973 ,606 ,153 ,80 ,
941 ,687 ,151 ,81 ,
970 ,626 ,160 ,82 ,
1018 ,616 ,155 ,83 ,
1004 ,597 ,155 ,84 ,
1015 ,640 ,155 ,85 ,
1061 ,548 ,156 ,86 ,
1056 ,725 ,156 ,87 ,
981 ,823 ,157 ,88 ,
1005 ,676 ,160 ,89 ,
1117 ,596 ,154 ,90 ,
1098 ,686 ,152 ,91 ,
1092 ,724 ,150 ,92 ,
1057 ,786 ,158 ,93 ,
1032 ,804 ,163 ,94 ,
1033 ,841 ,159 ,95 ,
1024 ,746 ,163 ,96 ,
1066 ,877 ,162 ,97 ,
978 ,810 ,158 ,98 ,
1045 ,682 ,160 ,99 ,
1104 ,754 ,154 ,100 ,
1098 ,789 ,153 ,101 ,
1077 ,727 ,153 ,102 ,
1133 ,733 ,151 ,103 ,
1168 ,693 ,160 ,104 ,
1152 ,789 ,153 ,105 ,
1142 ,789 ,152 ,106 ,
1130 ,757 ,147 ,107 ,
1130 ,724 ,153 ,108 ,
1188 ,749 ,151 ,109 ,
1168 ,789 ,160 ,110 ,
1172 ,746 ,152 ,111 ,
1173 ,790 ,147 ,112 ,
1141 ,784 ,152 ,113 ,
1162 ,749 ,147 ,114 ,
1141 ,869 ,152 ,115 ,
1152 ,693 ,149 ,116 ,
1206 ,806 ,154 ,117 ,
1146 ,749 ,152 ,118 ,
1192 ,746 ,149 ,119 ,
1210 ,734 ,157 ,120 ,
1173 ,789 ,159 ,121 ,
1205 ,725 ,163 ,122 ,
1222 ,750 ,159 ,123 ,
1226 ,722 ,163 ,124 ,
1237 ,746 ,161 ,125 ,
1212 ,746 ,154 ,126 ,
1238 ,701 ,151 ,127 ,
1284 ,722 ,162 ,128 ,
1224 ,861 ,156 ,129 ,
1114 ,854 ,157 ,130 ,
1162 ,784 ,161 ,131 ,
1210 ,810 ,154 ,132 ,
1158 ,893 ,153 ,133 ,
1194 ,804 ,151 ,134 ,
1213 ,776 ,160 ,135 ,
1214 ,778 ,155 ,136 ,
1181 ,853 ,155 ,137 ,
1220 ,805 ,155 ,138 ,
1258 ,821 ,156 ,139 ,
1226 ,794 ,159 ,140 ,
1258 ,815 ,164 ,141 ,
1261 ,789 ,161 ,142 ,
1322 ,713 ,155 ,143 ,
1317 ,789 ,155 ,144 ,
